product_name	chunks	result
Bottines Angry	bottines angry	bottines angry
Bottines Anya	bottines anya	bottines anya
Bottines Archie	bottines,archie	bottines archie
Bottines Auburn	bottines auburn	油箱
Bottines Bea	bottines bea	bottines bea
Bottines Beatles	bottines beatles	bottines beatles
Bottines Ben	bottines,ben	bottines ben
Bottines Bertine	bottines bertine	bottines bertine
Bottines Betty	bottines betty	bottines betty
Bottines Billie	bottines,billie	bottines billie
Bottines Bruna	bottines bruna	褐色瓶
Bottines Caitlin	bottines caitlin	卡特林瓶子
Bottines Cambre en veau box	bottines cambre,en veau,box	玻璃瓶 例如: box
Bottines Cambre en veau box bergeronnette	bottines cambre,en veau,box bergeronnette	玻璃瓶 例如: box bergeronnette
Bottines Campa	bottines,campa	bottines campa
Bottines Camperos	bottines,camperos	bottines camperos
Bottines Candice	bottines,candice	bottines candice
Bottines Cara	bottines,cara	bottines cara
Bottines Carra	bottines,carra	bottines carra
Bottines Caterina	bottines,caterina	bottines caterina
Bottines Catherine	bottines,catherine	bottines catherine
Bottines Celine Bulky Avec Semelle Cloutée Taureau Brillant	bottines,celine,bulky,avec semelle,cloutée taureau brillant	bottines celine bulky with semelle 黄
Bottines Charly	bottines,charly	bottines charly
Bottines Chelsea	bottines,chelsea	bottines chelsea
Bottines Chelsea Army Phil en cuir lisse	bottines,chelsea army phil en cuir lisse	bottines 柔软 leather chelsea army phil
Bottines Chelsea Gomma	bottines,chelsea,gomma	bottines chelsea gomma
Bottines Chelsea Jacno	bottines,chelsea jacno	bottines chelsea jacno
Bottines Chelsea Monolith	bottines,chelsea monolith	bottines chelsea monolith
Bottines Chelsea Tabi	bottines,chelsea,tabi	bottines chelsea tabi
Bottines Chelsea hybrides	bottines,chelsea hybrides	bottines chelsea hybrides
Bottines Chukka Collection Miles	bottines chukka,collection miles	bottines chukka collection miles
Bottines Clare	bottines,clare	bottines clare
Bottines Claude	bottines,claude	bottines claude
Bottines Claudia	bottines claudia	bottines claudia
Bottines Coin en maille stretch	bottines coin,en maille stretch	bottines coin 例如:
Bottines Coin en maille stretch bicolores	bottines coin,en maille stretch,bicolores	bottines coin 例如: bicolores
Bottines Como	bottines como	bottines como
Bottines Cora	bottines,cora	bottines cora
Bottines Costanza	bottines costanza	bottines costanza
Bottines Crisi	bottines crisi	bottines crisi
Bottines Cruz 65	bottines,cruz 65	bottines cruz  65
Bottines Dacken	bottines,dacken	bottines dacken
Bottines Dacken à talons	bottines,dacken à talons	bottines 脚踏板
Bottines Dallas	bottines dallas	例如:
Bottines Damiano	bottines,damiano	bottines damiano
Bottines Dante	bottines dante	丹特瓶
Bottines Dario	bottines dario	丹麦罐
Bottines Darizo	bottines,darizo	bottines darizo
Bottines Denver	bottines,denver	bottines denver
Bottines Denver 45	bottines,denver,45	bottines denver  45
Bottines Dernee	bottines dernee	底瓶
Bottines Derst	bottines derst	例如:
Bottines Derst à talons	bottines derst,à talons	例如: 指指指指
Bottines Dewina	bottines dewina	酒瓶
Bottines Dewina à talons	bottines,dewina à talons	bottines 如:
Bottines Doey	bottines,doey	bottines doey
Bottines Dripi	bottines,dripi	bottines dripi
Bottines Edmund	bottines edmund	艾德蒙
Bottines Elegant	bottines elegant	 elegant bottine
Bottines Elena	bottines,elena	bottines elena
Bottines Emerance	bottines emerance	提取器
Bottines Emily	bottines,emily	bottines emily
Bottines En Cuir 	bottines,en cuir	bottines leather
Bottines Enzo	bottines enzo	 enzo bottine
Bottines Eric	bottines eric	水瓶
Bottines Eshe	bottines,eshe	bottines eshe
Bottines Este	bottines este	例如:
Bottines Eugenio	bottines eugenio	牛仔 bottine
Bottines Eva	bottines,eva	bottines eva
Bottines Fabi	bottines fabi	bottines fabi
Bottines Flash	bottines,flash	bottines flash
Bottines Francesco	bottines,francesco	bottines 法国
Bottines Gaia	bottines gaia	gaia bottines
Bottines Gervasio	bottines gervasio	bottines gervasio
Bottines Giacomo	bottines giacomo	bottines giacomo
Bottines Giancarlo	bottines,giancarlo	bottines giancarlo
Bottines Gilles	bottines gilles	冰瓶
Bottines Ginger	bottines,ginger	bottines ginger
Bottines Gomma	bottines gomma	bottines gomma
Bottines Gwen	bottines,gwen	bottines gwen
Bottines Helena 85	bottines,helena 85	bottines helena  85
Bottines Hexnut	bottines,hexnut	bottines hexnut
Bottines Hunter	bottines,hunter	bottines hunter
Bottines Jackie	bottines,jackie	bottines jackie
Bottines Jamie	bottines,jamie	bottines  Jamie
Bottines Janet	bottines,janet	bottines janet
Bottines Jodhpur en veau box 	bottines jodhpur,en veau,box	 jodhpur bottine 例如: box
Bottines Jodhpur à boucle en veau grainé	bottines jodhpur à boucle en veau,grainé	牛圈柔软瓶 seed
Bottines Justin	bottines,justin	bottines justin
Bottines Keith	bottines keith	bottines keith
Bottines Kelly	bottines,kelly	bottines kelly
Bottines Kim	bottines,kim	bottines kim
Bottines Kix 65	bottines kix,65	bottines kix  65
Bottines Lara	bottines,lara	bottines lara
Bottines Lean	bottines lean	lean bottine
Bottines Leandra	bottines,leandra	bottines leandra
Bottines Leonardo	bottines,leonardo	bottines leonardo
Bottines Levy 85	bottines,levy,85	bottines levy  85
Bottines Libero	bottines libero	自由瓶
Bottines Lock	bottines,lock	bottines lock
Bottines Loftgrip	bottines loftgrip	高 grip bottine
Bottines Lotta	bottines,lotta	bottines lotta
Bottines Lou	bottines,lou	bottines lou
Bottines Lug	bottines lug	袋
Bottines Luis	bottines,luis	bottines 例如:
Bottines Lyna	bottines lyna	
Bottines Mallo	bottines,mallo	bottines mallo
Bottines Manzoni 85	bottines manzoni,85	bottines manzoni  85
Bottines Martis 20	bottines,martis 20	bottines martis  20
Bottines Maxi Charms	bottines maxi,charms	bottines maxi charms
Bottines Megan	bottines megan	bottines megan
Bottines Michelangelo	bottines,michelangelo	bottines michelangelo
Bottines Michigan	bottines,michigan	bottines 米歇根
Bottines Monmouth	bottines monmouth	bottines monmouth
Bottines Moon Boot x Chloé	bottines,moon,boot,x chloé	bottines moon boot 克洛伊
Bottines Mélo	bottines mélo	梅洛瓶
Bottines Naomi	bottines naomi	bottines naomi
Bottines Neil	bottines neil	尼尔瓶
Bottines Nikki	bottines,nikki	bottines nikki
Bottines Noel	bottines noel	bottines noel
Bottines Nowles	bottines nowles	bottines nowles
Bottines Olivia	bottines olivia	bottines olivia
Bottines Ortega	bottines ortega	bottines ortega
Bottines Ottavia	bottines ottavia	bottines ottavia
Bottines Outdoor	bottines outdoor	bottines outdoor
Bottines Palamino	bottines palamino	帕拉米诺瓶
Bottines Paolo	bottines paolo	例如:
Bottines Poppy	bottines poppy	例如:
Bottines Pryle	bottines pryle	例如:
Bottines Puddle	bottines,puddle	bottines puddle
Bottines Puddle Bomber	bottines puddle,bomber	水瓶 bomber
Bottines Ranger Army en cuir	bottines,ranger army,en cuir	bottines ranger army leather
Bottines Ranger Romy en jacquard	bottines,ranger romy,en jacquard	bottines ranger romy in jacquard
Bottines Rangers Phil en cuir lisse	bottines rangers,phil en cuir lisse	bottines rangers smooth leather phil
Bottines Rangers Phil en cuir lisse et jacquard monogramme	bottines rangers,phil en cuir lisse,et jacquard,monogramme	bottines rangers smooth leather phil et jacquard monogramme
Bottines Raven	bottines raven	bottines raven
Bottines Rhapsody 	bottines,rhapsody	bottines rhapsody
Bottines Ribbon	bottines ribbon	bottines ribbon
Bottines Robin	bottines,robin	bottines robin
Bottines Rockoko 	bottines rockoko	bottines rockoko
Bottines Roni bi-matière en jacquard et cuir bicolore à monogramme Balmain	bottines roni,bi-matière en jacquard,et cuir,bicolore à monogramme balmain	bottines roni bimatière en jacquard and leather 波兰双色单体
Bottines Roni en suède débossé monogramme Balmain	bottines,roni en suède,débossé,monogramme balmain	bottines 罗尼(Sweden) deforestation monogramme balmain
Bottines Roraima	bottines,roraima	bottines roraima
Bottines Rosa	bottines rosa	bottines rosa
Bottines Roy	bottines,roy	bottines roy
Bottines Réédition en vinyle	bottines,réédition,en vinyle	bottines 再出版 vinyl
Bottines S	bottines,s	bottines s
Bottines Saint Honore	bottines saint,honore	圣杯 honore
Bottines Saint-Honoré 50	bottines,saint-honoré 50	bottines sainthonoré  50
Bottines Santana	bottines santana	bottines santana
Bottines Shine	bottines shine	bottines shine
Bottines Simone	bottines simone	bottines simone
Bottines Skye en maille stretch	bottines skye,en maille stretch	bottines skye 例如:
Bottines Skye en maille stretch bicolores	bottines skye,en maille stretch,bicolores	bottines skye 例如: bicolores
Bottines Skye en maille stretch brillant bicolores à monogramme	bottines skye,en maille stretch,brillant bicolores à monogramme	bottines skye 例如: 双色单体
Bottines Sofia	bottines,sofia	bottines sofia
Bottines Stefania	bottines stefania	bottines stefania
Bottines Stevie	bottines stevie	bottines stevie
Bottines Storm	bottines,storm	bottines storm
Bottines Stretch	bottines stretch	 stretch shoe
Bottines Strike	bottines strike	bottines strike
Bottines Strut	bottines strut	bottines strut
Bottines Susanna	bottines susanna	苏珊 bottine
Bottines Susee	bottines susee	suse bottine
Bottines Tabi	bottines,tabi	bottines tabi
Bottines Tabi H30	bottines tabi,h30	bottines tabi h h30
Bottines Tabi H80	bottines tabi,h80	bottines tabi h h80
Bottines Taylor	bottines taylor	bottines taylor
Bottines Terra En Cuir À Boucle 4G	bottines terra,en cuir,à boucle,4g	bottines terra leather 环状 g 4g
Bottines Terra en cuir à boucle 4G	bottines terra,en cuir,à boucle,4g	bottines terra leather 环状 g 4g
Bottines Terra à boucle 4G	bottines terra à boucle 4g	玻璃瓶(g) 4g
Bottines Tire 	bottines,tire	bottines tire
Bottines Toto	bottines toto	bottines toto
Bottines Trace	bottines trace	bottines trace
Bottines Tread	bottines tread	bottines tread
Bottines Tread Slick	bottines tread,slick	bottines tread slick
Bottines Tronchetti	bottines tronchetti	
Bottines Trooper Rubber	bottines,trooper,rubber	bottines trooper rubber
Bottines Très Saint-Honoré 85	bottines,très saint-honoré 85	bottines très sainthonoré  85
Bottines Uria en cuir	bottines uria,en cuir	尿瓶 leather
Bottines Uria en suède	bottines uria,en suède	尿瓶 Sweden
Bottines Vamp	bottines vamp	bottines vamp
Bottines Viv Rangers	bottines,viv,rangers	bottines viv rangers
Bottines Viv Skate	bottines,viv skate	bottines viv skate
Bottines Viv' Run Light Socks Boucle Strass en Tissu	bottines viv,' run,light socks,boucle strass,en tissu	活瓶 ' run light socks boucle strass en tissu
Bottines Walky Viv'	bottines,walky,viv'	bottines walky viv'
Bottines William	bottines william	bottines william
Bottines Winter Gommino	bottines,winter gommino	bottines winter gommino
Bottines Wooster	bottines wooster	bottines wooster
Bottines Youth II	bottines youth,ii	bottines youth ii
Bottines Zipped I	bottines zipped,i	bottines zipped i
Bottines chelsea	bottines,chelsea	bottines chelsea
Bottines coda	bottines coda	bottines coda
Bottines comy	bottines comy	bottines comy
Bottines de pluie Yael	bottines,de pluie,yael	bottines rain yael
Bottines en caoutchouc	bottines,en caoutchouc	bottines en caoutchouc
Bottines en cuir	bottines,en cuir	bottines leather
Bottines en cuir House check	bottines,en cuir,house check	bottines leather house check
Bottines en cuir Ketsby	bottines,en cuir,ketsby	bottines leather ketsby
Bottines en cuir Monmouth	bottines,en cuir monmouth	bottines monmouth leather
Bottines en cuir de veau	bottines,en cuir,de veau	bottines leather veal
Bottines en cuir et tissu	bottines,en cuir,et tissu	bottines leather et tissu
Bottines en cuir noir	bottines,en cuir noir	bottines black leather
Bottines en maille extensible	bottines,en maille extensible	bottines 例如:
Bottines en nylon	bottines,en nylon	bottines en nylon
Bottines lacées	bottines,lacées	bottines 湖泊
Bottines montantes	bottines montantes	例如:
Bottines oversize	bottines oversize	bottines oversize
Bottines plates style Jodhpur	bottines plates,style jodhpur	平瓶 style jodhpur
Bottines rangers	bottines rangers	bottines rangers
Bottines santiags	bottines santiags	酒瓶
Bottines santiags Duerto	bottines santiags,duerto	酒瓶 duerto
Bottines zippées	bottines zippées	zip pocket
Bottines À Talon Aiguille En Python 	bottines,à talon,aiguille en python	bottines 例如: 鱼雷
Bottines À Talon Moyen En Cuir 	bottines,à talon moyen,en cuir	bottines medium heel leather
Bottines Éclair	bottines éclair	灯笼
Bottines Éclair Zippées	bottines éclair,zippées	灯笼 zippees
Bottines à plateforme	bottines,à plateforme	bottines platform
Bottines à talon	bottines,à talon	bottines 例如:
Bottines à talon Derst	bottines,à talon derst	bottines 例如:
Bottines à talon bottier en cuir Monogram	bottines,à talon,bottier,en cuir monogram	bottines 例如: 瓶装 monogram leather
Bottines à talons	bottines,à talons	bottines 指指指指
Bottines à talons Derst	bottines,à talons derst	bottines 例如:
Bottines à talons Dicker	bottines,à talons,dicker	bottines 指指指指 dicker
Bottines à talons Doey	bottines,à talons,doey	bottines 指指指指 doey
Bottines à talons Lamsy	bottines,à talons,lamsy	bottines 指指指指 lamsy
Boucle d'oreille	boucle,d'oreille	boucle 听力
Boucle d'oreille Antifer	boucle,d'oreille,antifer	boucle 听力 antifer
Boucle d'oreille Binary	boucle,d'oreille,binary	boucle 听力 binary
Boucle d'oreille Initial	boucle,d'oreille initial	boucle Initial hearing
Boucle d'oreille Lolita	boucle,d'oreille lolita	boucle lolita ear
Boucle d'oreille Nude Ciselée	boucle,d'oreille,nude ciselée	boucle 听力 裸露
Boucle d'oreille Officiel	boucle,d'oreille officiel	boucle d'oreille officiel
Boucle d'oreille Serti Inversé  	boucle,d'oreille,serti inversé	boucle 听力  reverse serti
Boucle d'oreille Serti Sur Vide	boucle,d'oreille,serti sur vide	boucle 听力 无空玻璃
Boucle d'oreille Slide M	boucle,d'oreille,slide m	boucle 听力 slide m
Boucle d'oreille Stardust	boucle,d'oreille,stardust	boucle 听力 stardust
Boucle d'oreilles Cœur entrelace	boucle,d'oreilles cœur,entrelace	boucle heart entrelace
Boucle d'oreilles Dune	boucle,d'oreilles dune	boucle dune ears
Boucle d'oreilles Pierres precieuses	boucle,d'oreilles,pierres precieuses	boucle ears  precious stone
Boucle d'oreilles Tresse	boucle,d'oreilles,tresse	boucle ears 例如:
Boucles D'Oreilles Clair D Lune	boucles,d'oreilles,clair d lune	boucles ears 明月
Boucles D’Oreilles	boucles,d’oreilles	boucles ears
Boucles D’Oreilles Baguette	boucles,d’oreilles,baguette	boucles ears baguette
Boucles D’Oreilles Baguette Small	boucles,d’oreilles,baguette,small	boucles ears baguette small
Boucles D’Oreilles F Is Fendi	boucles,d’oreilles,f,is fendi	boucles ears f is fendi
Boucles D’Oreilles O'Lock	boucles,d’oreilles,o',lock	boucles ears o' lock
Boucles D’Oreilles Signature	boucles,d’oreilles,signature	boucles ears signature
Boucles d'oreille	boucles,d'oreille	boucles 听力
Boucles d'oreille XL Link	boucles,d'oreille,xl link	boucles 听力 xl link
Boucles d'oreilles	boucles,d'oreilles	boucles ears
Boucles d'oreilles - cibles	boucles,d'oreilles,- cibles	boucles ears  cibles
Boucles d'oreilles - créoles 4cm	boucles,d'oreilles,- créoles,4cm	boucles ears  créoles cm 4cm
Boucles d'oreilles - créoles 6cm	boucles,d'oreilles,- créoles,6cm	boucles ears  créoles cm 6cm
Boucles d'oreilles - créoles doubles 1cm	boucles,d'oreilles,- créoles doubles 1cm	boucles ears  créoles doubles cm 1cm
Boucles d'oreilles - etoiles	boucles,d'oreilles,- etoiles	boucles ears  etoiles
Boucles d'oreilles - mini lune	boucles,d'oreilles,- mini lune	boucles ears  mini lune
Boucles d'oreilles - mini soleil	boucles,d'oreilles,- mini soleil	boucles ears  mini soleil
Boucles d'oreilles - poires	boucles,d'oreilles,- poires	boucles ears  poires
Boucles d'oreilles Balance plus	boucles,d'oreilles,balance,plus	boucles ears balance more
Boucles d'oreilles Biba	boucles,d'oreilles,biba	boucles ears biba
Boucles d'oreilles Cesaria	boucles,d'oreilles cesaria	boucles ear cesaria
Boucles d'oreilles Cherokee	boucles,d'oreilles,cherokee	boucles ears cherokee
