product_name	chunks	result
Envelope	envelope	信封
Enveloppe PC TU	enveloppe,pc,tu	信封 个人电脑 你
Enveloppe PP TU	enveloppe,pp,tu	信封 聚丙烯 你
Escarpin D-Motion	escarpin,d-motion	蜗牛 动感
Escarpin J'Adior en tissu technique	escarpin,j',adior en tissu technique	蜗牛 我 技术面料的告别
Escarpin La Parisienne Dior	escarpin,la parisienne dior	蜗牛 la parisienne dior
Escarpin Magenta	escarpin magenta	escarpin magenta
Escarpin avec pointe métal celine kitten veau	escarpin,avec pointe métal,celine kitten,veau	蜗牛 带有金属尖端 席琳小猫 华伦天奴·加拉瓦尼运动鞋打开印花
Escarpin en cuir	escarpin,en cuir	蜗牛 皮革的
Escarpin slingback	escarpin,slingback	蜗牛 slingback
Escarpin slingback J'Adior	escarpin slingback,j',adior	驼背蜗牛 我 阿迪奥
Escarpin À Bride Celine Kitten Sequins Et Veau	escarpin,à bride,celine,kitten sequins et veau	蜗牛 带法兰 席琳 小猫亮片和小牛肉
Escarpin à Bride Celine Kitten Veau Brodé	escarpin,à bride,celine kitten veau,brodé	蜗牛 带法兰 celine kitten veau 刺绣的
Escarpin à bride arrire en cuir	escarpin,à bride,arrire,en cuir	蜗牛 带法兰 停 皮革的
Escarpin à bride arrière en cuir	escarpin,à bride arrière,en cuir	蜗牛 带后凸缘 皮革的
Escarpin à talon haut en cuir	escarpin,à talon haut,en cuir	蜗牛 高跟鞋 皮革的
Escarpins	escarpins	escarpins
Escarpins Adelle	escarpins,adelle	escarpins 阿黛尔
Escarpins Alice	escarpins alice	escarpins alice
Escarpins Alisia	escarpins alisia	escarpins alisia
Escarpins Almond	escarpins almond	杏仁艾斯卡品
Escarpins Alt	escarpins alt	菠萝
Escarpins Amita 45	escarpins,amita 45	escarpins amita  45
Escarpins Aurelie 65	escarpins,aurelie 65	escarpins aurelie  65
Escarpins Aurelie 85	escarpins,aurelie 85	escarpins aurelie  85
Escarpins Avenue 50	escarpins,avenue,50	escarpins 大道  50
Escarpins Averly 100	escarpins,averly,100	escarpins Averly  100
Escarpins Babies	escarpins,babies	escarpins 婴儿
Escarpins Baguette 	escarpins baguette	escarpins baguette
Escarpins Basil 75	escarpins,basil,75	escarpins basil  75
Escarpins Bella	escarpins,bella	escarpins 贝拉
Escarpins Belle Vivier	escarpins,belle vivier	escarpins 泳池真不错。
Escarpins Blazing	escarpins,blazing	escarpins 炙手可热
Escarpins Bow Tie 105	escarpins,bow tie,105	escarpins 领结  105
Escarpins Caren	escarpins caren	escarpins caren
Escarpins Cass 95	escarpins cass,95	卡斯艾斯卡宾  95
Escarpins Chain Twist 	escarpins,chain,twist	escarpins 链式 扭曲
Escarpins Flower Strass	escarpins flower,strass	鲜花 斯特拉斯
Escarpins Gae	escarpins,gae	escarpins GAE
Escarpins Gianvito 105	escarpins,gianvito 105	escarpins gianvito  105
Escarpins Gianvito 85	escarpins,gianvito 85	escarpins gianvito  85
Escarpins Gigi	escarpins,gigi	escarpins 吉吉。
Escarpins Gommettine Ball	escarpins gommettine ball	封面
Escarpins J'Adior en tissu technique	escarpins j',adior en tissu technique	帕雷奥裤 技术面料的告别
Escarpins Kina	escarpins kina	卡普林金丝雀
Escarpins Livv	escarpins livv	短草活
Escarpins Love 100	escarpins,love,100	escarpins 喜爱  100
Escarpins Love 85	escarpins,love,85	escarpins 喜爱  85
Escarpins Magenta 	escarpins magenta	escarpins magenta
Escarpins Marlow	escarpins marlow	马洛蜗牛
Escarpins Marta 70	escarpins,marta,70	escarpins marta  70
Escarpins Mary Jane	escarpins,mary,jane	escarpins 玛莉。 顶部折叠式支架
Escarpins Maryjane	escarpins maryjane	玛丽·简·埃斯卡宾斯
Escarpins Micro Suede	escarpins,micro,suede	escarpins 微观 瑞典
Escarpins Moneta en cuir drapé	escarpins,moneta,en cuir drapé	escarpins 莫内塔 en cuir drapé
Escarpins Montecarlo d'Orsay	escarpins montecarlo,d'orsay	蒙特卡洛石榴石 d'orsay
Escarpins Olesia 95	escarpins,olesia 95	escarpins olesia  95
Escarpins Oriana 110	escarpins,oriana,110	escarpins 猎户座  110
Escarpins Padlock	escarpins padlock	挂锁螺纹石
Escarpins Plexi	escarpins plexi	escarpins plexi
Escarpins Plexi 55	escarpins plexi,55	escarpins plexi  55
Escarpins Point	escarpins,point	escarpins 点
Escarpins Ribbon	escarpins ribbon	escarpins ribbon
Escarpins Ribbon T Bar	escarpins ribbon t bar	功能区测试栏
Escarpins Romy 60	escarpins,romy,60	escarpins romy  60
Escarpins Romy 85	escarpins,romy,85	escarpins romy  85
Escarpins Sacora 85	escarpins,sacora 85	escarpins sacora  85
Escarpins Saeda 100	escarpins saeda,100	戴着染过的头巾  100
Escarpins Saeda 85	escarpins saeda,85	戴着染过的头巾  85
Escarpins Saresa 85	escarpins saresa,85	短叶艾司匹林  85
Escarpins Slingback	escarpins,slingback	escarpins slingback
Escarpins Slingback Gatsby 75	escarpins slingback,gatsby 75	驼背青春痘 gatsby  75
Escarpins Slingback La Medusa	escarpins,slingback la medusa	escarpins 艾娃
Escarpins Spicy	escarpins,spicy	escarpins 香辛料
Escarpins Stretch	escarpins,stretch	escarpins stretch
Escarpins Sutton	escarpins sutton	萨顿艾斯卡宾斯
Escarpins T-Screw	escarpins,t,-screw	escarpins T screw
Escarpins Talon Haut	escarpins,talon,haut	escarpins talon 和施特拉斯
Escarpins Tara en cuir rose saumon	escarpins tara,en cuir rose saumon	塔拉艾斯卡宾 en cuir rose saumon
Escarpins Tower 	escarpins tower	塔式蜗牛
Escarpins Trompette	escarpins,trompette	escarpins trompette
Escarpins Très Vivier	escarpins très vivier	escarpins très vivier
Escarpins en cuir	escarpins,en cuir	escarpins 皮革的
Escarpins en dentelle élastique rose	escarpins,en dentelle élastique,rose	escarpins 有弹性的花边 粉色
Escarpins en maille extensible	escarpins,en maille extensible	escarpins 用珠宝装饰的
Escarpins frame	escarpins,frame	escarpins 框架
Escarpins slingback	escarpins,slingback	escarpins slingback
Escarpins slingback J'Adior	escarpins slingback,j',adior	驼背青春痘 我 阿迪奥
Escarpins slingback Shiny Kid	escarpins slingback shiny kid	♪Slingback，闪亮的孩子♪♪Slingback，闪亮的孩子♪
Escarpins vernis Belle Vivier	escarpins vernis,belle vivier	上清漆的螺纹石 泳池真不错。
Escarpins À Talon Haut En Filet Et Cuir 	escarpins,à talon haut,en filet,et cuir	escarpins 高跟鞋 网络 和皮革
Escarpins À Talon Moyen En Filet Et Cuir 	escarpins,à talon moyen,en filet,et cuir	escarpins 中跟 网络 和皮革
Escarpins à boucle broche	escarpins,à boucle,broche	escarpins With循环 主轴
Escarpins à boucle fleurs	escarpins,à boucle,fleurs	escarpins With循环 鲜花
Escarpins à bout pointu en satin fuchsia avec embellissement de perles blanches Aurelie 85	escarpins,à bout pointu,en satin,fuchsia,avec embellissement,de perles blanches,aurelie 85	escarpins 具有点-端 穿着绸缎 fuchsia 点缀着 de perles blanches aurelie  85
Escarpins à bride 100	escarpins,à bride,100	escarpins 带法兰  100
Escarpins à nœud 85	escarpins,à nœud,85	escarpins 打了个结  85
Escarpins à plateforme Medusa Aevitas	escarpins,à plateforme,medusa aevitas	escarpins 有一个平台 埃维塔斯美杜莎
Escarpins à plateforme Medusa aevitas	escarpins,à plateforme,medusa aevitas	escarpins 有一个平台 埃维塔斯美杜莎
Escarpins à talon chaîne en cuir	escarpins,à talon,chaîne,en cuir	escarpins 带高跟鞋 链式 皮革的
Escarpins à talon moyen en filet et cuir noir	escarpins,à talon moyen,en filet,et cuir,noir	escarpins 中跟 网络 和皮革 黑色
Espadrilles	espadrilles	剑鱼
Espadrilles Canvas	espadrilles,canvas	剑鱼 canvas
Espadrilles Check	espadrilles,check	剑鱼 检查
Espadrilles Diego	espadrilles,diego	剑鱼 diego
Espadrilles Dru	espadrilles,dru	剑鱼 药物
Espadrilles Elid2	espadrilles elid2	Espadrilles elid elid2
Espadrilles Felipe	espadrilles felipe	埃斯帕德里斯·费利佩
Espadrilles Fleet Towelling	espadrilles,fleet towelling	剑鱼 fleet towelling
Espadrilles Gaia	espadrilles gaia	espadrilles gaia
Espadrilles Lola	espadrilles,lola	剑鱼 比基尼长袜
Espadrilles Pablo	espadrilles,pablo	剑鱼 pablo
Espadrilles Paloma	espadrilles paloma	帕洛玛剑鱼
Espadrilles Seaside Walk	espadrilles,seaside walk	剑鱼 海滨步道
Espadrilles en denim	espadrilles,en denim	剑鱼 en denim
Espadrilles en tissu 	espadrilles,en tissu	剑鱼 机织面料
Espadrilles en tissu marron	espadrilles,en tissu marron	剑鱼 en tissu marron
Espadrilles à logo	espadrilles,à logo	剑鱼 à logo
Espadrilles à motif 4G	espadrilles,à motif,4g	剑鱼 安妮塔 G 4g
Espradilles Replica	espradilles,replica	espradilles 复制副本
Estelle tactile doublure soie	estelle tactile doublure soie	estelle tactile doublure soie
Etiquette Bagage	etiquette bagage	摩卡皮鞋Gomma
Etui pour cartes	etui,pour cartes	案例 对于卡片
Etui pour téléphone	etui,pour téléphone	案例 pour téléphone
Eye Color Quad - Ombres à Paupières 4 Couleurs - Leopard Sun	eye,color quad - ombres,à paupières,4 couleurs,- leopard,sun	eye 彩色四边形阴影 用眼皮  couleurs  leopard sun 4
Eye Color Quad - Ombres à Paupières 4 Couleurs - Nude Dip 	eye,color quad - ombres,à paupières,4 couleurs - nude dip	eye 彩色四边形阴影 用眼皮  couleurs  nude dip 4
Eyeliner 1.7ml	eyeliner 1.7ml	眼线笔 1 7ml
Eyeliner soyeux infusé de perles réflectrices	eyeliner soyeux infusé de perles réflectrices	eyeliner soyeux infusé de perles réflectrices
F Is Fendi	f is fendi	F代表芬迪
Fanny tactile doublure soie	fanny tactile,doublure soie	我的身体 真丝衬里
Fard à paupières crème et poudre	fard,à paupières,crème et poudre	fard 用眼皮 crème et poudre
Fedora Brossé	fedora,brossé	软呢帽 刷过
Fedora en raphia	fedora,en raphia	软呢帽 皮制三角的
Fendi Baguette	fendi baguette	fendi baguette
Fendi Bold	fendi,bold	芬迪 大胆
Fendi First	fendi,first	芬迪 第一
Fendi First Moyen	fendi first moyen	芬迪第一灵媒
Fendi First Petit	fendi first petit	芬迪第一小
Fendi First Petit Format	fendi first petit format	Fendi First Small格式
Fendi Flow - Chaussures basses en cuir 	fendi flow,- chaussures basses,en cuir	fendi flow  chaussures basses 皮革的
Fendi Id Small	fendi id small	芬迪ID Small
Fendi Match - Chaussures Basses En Cuir Suédé Blanc	fendi match,- chaussures basses,en cuir,suédé blanc	芬迪比赛  chaussures basses 皮革的 白绒面革
Fendi O'Lock	fendi o'lock	fendi o'lock
Fendi O'Lock Swing Pochette	fendi o'lock swing pochette	芬迪·奥洛克摇摆袋
Fendi O'Lock Swing pochette	fendi o'lock swing pochette	芬迪·奥洛克摇摆袋
Fendi O’Lock	fendi o’lock	芬迪·奥洛克
Fendi Sunshine Medium	fendi sunshine,medium	芬迪阳光 轰炸机超大酒吧
Fendigraphy Petit	fendigraphy petit	fendigraphy petit
Fendimania	fendimania	fendimania
Fentes fermées ras du cou	fentes,fermées ras du cou	插槽 紧贴脖子
Fermoir O’Lock	fermoir,o’lock	表扣 马球风格
Ff Evolution	ff evolution	F进化
Flat Baguette	flat baguette	flat baguette
Flat Baguette Micro	flat baguette micro	微型扁长棍面包
Folded Cabas Petit Modèle Veau Grainé	folded cabas,petit modèle veau,grainé	folded cabas 单纯的太阳 颗粒化
Fond de Teint Majestueux 30 ml	fond,de teint majestueux,30 ml	底端 神采奕奕的  ml 30
Foulard	foulard	foulard
Foulard Fale	foulard fale	羽毛围巾
Foulard Fendi O'Lock	foulard fendi,o',lock	芬迪围巾 O 锁定
Foulard Ff	foulard,ff	foulard FF
Foulard Pequin	foulard pequin	皮奎因围巾
Foulard Show	foulard show	展示围巾
Foulard en soie Monogramme Signature	foulard,en soie,monogramme signature	foulard en soie 签名字母
Foulard intarsia à motif éléphant	foulard intarsia,à motif éléphant	衬衣和衬衣 以大象为目的
Foulard monogram en soie	foulard,monogram en soie	foulard 丝绸图案
Fragment - Pantalon en denim	fragment,-,pantalon,en denim	版税  短裤 en denim
Fragment - Parka Dyle	fragment,- parka dyle	版税  parka dyle
Fuselé X-Lent	fuselé x,-,lent	fuselé x  lent
Fussbett Shoe	fussbett,shoe	大惊小怪 带着皮带
Gants	gants	手套
Gants Alexa doublure soie	gants alexa doublure soie	橱柜CLS
Gants Bb Roundel	gants bb roundel	BB圆形手套
Gants Crochet 	gants crochet	钩针手套
Gants Célia Doublure Soie	gants célia,doublure soie	胡珀手套 真丝衬里
Gants Damon	gants damon	杜登·法属圭亚那
Gants Georges Tactile	gants georges,tactile	乔治·手套 卢阿玛
Gants Hooper tactile doublure alpaga	gants hooper,tactile doublure alpaga	未漂白条纹 触觉羊驼内衬
Gants Loïc tactile doublure soie	gants loïc,tactile doublure soie	洛伊克手套 tactile doublure soie
Gants Ombrat	gants,ombrat	手套 ombrat
Gants de luxe tricotés	gants,de luxe,tricotés	手套 皮制Symi 针织或钩编
Gants en cachemire	gants,en cachemire	手套 针织马球衫与剪裁
Gants en laines avec logo	gants,en laines,avec logo	手套 用羊毛做的 带有徽标
Gants tricotés	gants,tricotés	手套 针织或钩编
Gemini Puffy Slingback	gemini puffy,slingback	夹克 slingback
Gemini Stitch Sandal	gemini stitch sandal	双子座针脚凉鞋
Genesis Stripe Bee Bird	genesis stripe,bee bird	创世纪条纹 bee bird
Genesis Vintage Runner	genesis vintage runner	青蛙
Georges doublure en alpaga	georges doublure,en alpaga	乔治·里林 在羊驼身上
Gilet	gilet	马甲
Gilet En Mohair	gilet,en mohair	马甲 穿着马海毛
Gilet En Velours Mérinos Léger	gilet,en velours mérinos,léger	马甲 美利奴天鹅绒 léger
Gilet Fox Head Patch	gilet,fox,head patch	马甲 狐狸。 头部贴片
Gilet Gwendalia	gilet gwendalia	狗尾草背心
Gilet Hibiscus	gilet,hibiscus	马甲 木槿花
Gilet Hybridge Lite Q	gilet hybridge,lite q	gilet hybridge lite q
Gilet Joslyn	gilet joslyn	乔斯林马甲
Gilet Juniata	gilet juniata	gilet juniata
Gilet Long	gilet long	长马甲
Gilet Matelassé 	gilet matelassé	棉被马甲
Gilet Oversized Patchwork	gilet oversized,patchwork	超大号背心 patchwork
Gilet Pacific	gilet pacific	gilet pacific
Gilet Sans Manches Réversible Macrocannage	gilet,sans manches réversible,macrocannage	马甲 sans manches réversible macrocannage
Gilet Sierra Onion	gilet sierra,onion	西拉背心 onion
Gilet avec Monile	gilet,avec monile	马甲 使用Monile
Gilet avec monile	gilet,avec monile	马甲 使用Monile
Gilet avec monili	gilet,avec monili	马甲 与莫尼利一起
Gilet confortable	gilet confortable	舒适的背心
Gilet de style Bomber	gilet,de style,bomber	马甲 de style 轰炸机
Gilet en coton	gilet,en coton	马甲 棉花的
Gilet en laine Tessa - LEISURE	gilet,en laine tessa,-,leisure	马甲 en laine tessa  休闲
Gilet en laine tropicale	gilet,en laine tropicale	马甲 en laine tropicale
Gilet en laine, en cachemire et en soie	gilet,en laine,, en cachemire,et en soie	马甲 en laine   en cachemire 丝绸的
Gilet en maille côtes anglaises	gilet,en maille,côtes,anglaises	马甲 出于某些原因 肋骨 英语
Gilet long	gilet long	长马甲
Gilet long Aimé	gilet long aimé	提花粘胶
Gilet long en laine grain-de-poudre	gilet long,en laine,grain-de-poudre	长马甲 en laine graindepoudre
Gilet léger	gilet léger	gilet léger
Gilet orné de bijoux	gilet,orné de bijoux	马甲 让·斯金尼
Gilet sans manches à col v	gilet,sans manches,à col,v	马甲 袖子 填充革 彭布里鞋类
Gilet style sweat	gilet,style,sweat	马甲 格调 出汗
Gilet tricoté	gilet tricoté	针织背心
Gilet à col en V	gilet,à col,en v	马甲 填充革 在v中
Gilet à col ras du cou	gilet,à col ras,du cou	马甲 厚度不超过0.5毫米 du cou
Gilet à logo	gilet,à logo	马甲 à logo
Gillet Sennay	gillet sennay	gillet sennay
Gillian	gillian	阿娇
Go-To Jacket En Nappa 	go-to jacket en nappa	goto jacket en nappa
Golden Eyes V2	golden eyes v2	金色的眼睛 v2
Grand Fendi Sunshine	grand fendi,sunshine	盛大芬迪 日照
Grand Messenger Baguette	grand messenger,baguette	grand messenger 姜。
Grand Portefeuille à Rabat Veau Grainé	grand portefeuille,à rabat veau,grainé	长袖条纹马球衫 带小腿皮瓣 颗粒化
Grand porte-cartes Elmas	grand porte-cartes,elmas	grand portecartes elmas
Grand portefeuille en cuir	grand portefeuille,en cuir	长袖条纹马球衫 皮革的
Grand sac Alexandra	grand sac alexandra	Seta+Lana Pettinata
Grand sac Dumpling	grand sac dumpling	大包饺子
Grand sac Flamenco	grand sac flamenco	烟草德比
Grand sac cabas en canvas	grand sac cabas,en canvas	大袋子出租车 在画布上
Grand sac épaule en cuir à motif bumper-moon	grand sac,épaule,en cuir,à motif,bumper,-,moon	大袋子 épaule 皮革的 安妮塔 bumper  月亮
Grande Écharpe Unita	grande écharpe,unita	华伦天奴·加拉瓦尼罗克斯图德戒指 unita
Grande écharpe	grande écharpe	华伦天奴·加拉瓦尼罗克斯图德戒指
Grenoble - Doudoune Arlaz	grenoble,- doudoune arlaz	格勒诺布尔  doudoune arlaz
Greta Trench	greta trench	greta trench
Harris	harris	哈里斯
Harrison Gd	harrison gd	harrison gd
Haut	haut	和施特拉斯
Haut Anafi	haut anafi	高阿纳菲
Haut Boho	haut boho	高波霍
Haut Boho style crop-top	haut boho style,crop-top	haut boho style croptop
Haut Bouvier	haut bouvier	高布维耶
Haut Bustier En Denim	haut bustier,en denim	haut bustier en denim
Haut Charming	haut charming	顶级魅力
Haut Clare	haut clare	马克拉姆
Haut Clea	haut clea	高净度
Haut Crew	haut crew	顶级船员
Haut Croppé	haut croppé	高剪裁
Haut Croppé Corseté	haut croppé,corseté	高剪裁 corseté
Haut Croppé En Maille	haut croppé,en maille	高剪裁 出于某些原因
